"Organisation Name","Town/City","County","Type & Rating","Route"
"Mobile Connect London Limited","Harrow",,"Worker (A rating)","Skilled Worker"
"Mobile Doctors Collective Ltd t/a Effect Doctors","London",,"Worker (A rating)","Skilled Worker"
"Mobile Express 1 Limited","London",,"Worker (A rating)","Skilled Worker"
"MOBILE HUB LONDON LTD","Middlesex",,"Worker (A rating)","Skilled Worker"
"Mobile Systems International Consultancy Ltd","London",,"Worker (A rating)","Skilled Worker"
"MOBILE TECHNOLOGIES LTD","London","United Kingdom","Worker (A rating)","Skilled Worker"
"Mobilenest Limited"," London",,"Worker (A rating)","Skilled Worker"
"Mobilise Consulting Limited","London",,"Worker (A rating)","Skilled Worker"
"Mobility Trader UK Ltd","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Mobility Trader UK Ltd","London",,"Worker (A rating)","Skilled Worker"
"Mobilus Labs Limited","London","London","Worker (A rating)","Skilled Worker"
"Mobius Capital Partners","London",,"Worker (A rating)","Skilled Worker"
"Mobius Professional Services Limited","Bath","London","Worker (A rating)","Skilled Worker"
"MODANISA LONDON LIMITED","London",,"Worker (A rating)","Skilled Worker"
"MODE GLOBAL LIMITED","LONDON",,"Worker (A rating)","Skilled Worker"
"MODELDRIVE LTD","London",,"Worker (A rating)","Skilled Worker"
"Models One Limited","London",,"Worker (A rating)","Skilled Worker"
"Models One Limited","London",,"Temporary Worker (A rating)","Creative Worker"
"Moderately Nice Studio Ltd","London",,"Worker (A rating)","Skilled Worker"
"MODERN ART LTD","London",,"Worker (A rating)","Skilled Worker"
"Modern Construction Contractors Limited","London",,"Worker (A rating)","Skilled Worker"
"Modern Films Entertainment Ltd","London",,"Worker (A rating)","Skilled Worker"
"Modern Hire UK Limited","London",,"Worker (A rating)","Skilled Worker"
"Modern Indian Diner Ltd","London",,"Worker (A rating)","Skilled Worker"
"Moderna Biotech UK Limited","London",,"Worker (A rating)","Skilled Worker"
"Modernation Ltd","London",,"Worker (A rating)","Skilled Worker"
"Modest Management","London",,"Worker (A rating)","Skilled Worker"
"Modetour Network UK Ltd","LONDON",,"Worker (A rating)","Skilled Worker"
"Modetour Network UK Ltd","LONDON",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"MODHUBON SWEETS LTD T/A MODHUBON SWEETS","London",,"Worker (A rating)","Skilled Worker"
"Modi Global Ltd","London",,"Worker (A rating)","Skilled Worker"
"Modis International Limited","London",,"Worker (A rating)","Skilled Worker"
"Modish Fashion Ltd","London",,"Worker (A rating)","Skilled Worker"
"Modulr Finance","London",,"Worker (A rating)","Skilled Worker"
"MODUS PUBLICITY LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"MODUS WORKSPACE LTD","London",,"Worker (A rating)","Skilled Worker"
"Moelis & Company UK LLP","London",,"Worker (A rating)","Skilled Worker"
"Moelis & Company UK LLP","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Moet Hennessy UK Ltd","London",,"Worker (A rating)","Skilled Worker"
"Moet Hennessy UK Ltd","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Moffatt & Nichol, London","Farnborough",,"Worker (A rating)","Skilled Worker"
"Moffatt & Nichol, London","Farnborough",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"MOGIC LTD","London",,"Worker (A rating)","Skilled Worker"
"Mogul Games Group (UK) Limited","London",,"Worker (A rating)","Skilled Worker"
"Mohammad Shah & Co","Wimbledon","London","Worker (A rating)","Skilled Worker"
"Mohammed Abdul Hay","London",,"Worker (A rating)","Skilled Worker"
"Mohammed Mokoddus","London","England","Worker (A rating)","Skilled Worker"
"Mohi & Co","London",,"Worker (A rating)","Skilled Worker"
"MOHIB QUALITY BUTCHERS LIMITED","London",,"Worker (A rating)","Skilled Worker"
"MOI CONSULTANCY PVT LTD","London",,"Worker (A rating)","Skilled Worker"
"MOIN BUILDERS LIMITED","London",,"Worker (A rating)","Skilled Worker"
"Moixa Technology Ltd","London",,"Worker (A rating)","Skilled Worker"
"Mojereh Training Limited","London",,"Worker (A rating)","Skilled Worker"
"Mojo Men Limited","London",,"Worker (A rating)","Skilled Worker"
"MOKLIS MEAH LTD","London",,"Worker (A rating)","Skilled Worker"
"MOL (EUROPE AFRICA) LTD","London",,"Worker (A rating)","Skilled Worker"
"MOL (EUROPE AFRICA) LTD","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"MOL TECHNO-TRADE, LTD. EUROPEAN BRANCH","London",,"Worker (UK Expansion Worker: Provisional)","Global Business Mobility: UK Expansion Worker"
"MOLA (Museum of London Archaeology)","London",,"Worker (A rating)","Skilled Worker"
"Molana Ltd","London",,"Worker (A rating)","Skilled Worker"
"Molard Investments Limited","London","London","Worker (A rating)","Skilled Worker"
"Moley Services UK Ltd","London",,"Worker (A rating)","Skilled Worker"
"Molinare TV & Film Ltd","London",,"Worker (A rating)","Skilled Worker"
"Mollie B.V.","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Mollie B.V.","London",,"Worker (A rating)","Skilled Worker"
"MOLLISON CASH & CARRY LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"Moloco UK limited","London",,"Worker (A rating)","Skilled Worker"
"Moloco UK limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Moloney Search Ltd","London",,"Worker (A rating)","Skilled Worker"
"MOLRAIL LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"Molten Ventures Plc","London",,"Worker (A rating)","Skilled Worker"
"Molymet Services Limited","London",,"Worker (A rating)","Skilled Worker"
"Molymet Services Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Momdatech Ltd","London","England","Worker (A rating)","Skilled Worker"
"Moment Holdings Limited","London",,"Worker (A rating)","Skilled Worker"
"Momentum Activating Demand Limited","London",,"Worker (A rating)","Skilled Worker"
"Momentum Activating Demand Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"MOMENTUM AI LIMITED","London",,"Worker (A rating)","Skilled Worker"
"Momentum Global Investment Management Limited","London",,"Worker (A rating)","Skilled Worker"
"Momentum Global Investment Management Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Momentum Services Ltd","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Momentum Services Ltd","London",,"Worker (A rating)","Skilled Worker"
"Momentum The Growth Consultancy Ltd","London",,"Worker (A rating)","Skilled Worker"
"Momentum Transport Planning Limited","london",,"Worker (A rating)","Skilled Worker"
"Momo Canteen","LONDON","London","Worker (A rating)","Skilled Worker"
"MOMO FOOD CO. LTD","London",,"Worker (A rating)","Skilled Worker"
"Momo Sushi  T/A Sushi Show","London",,"Worker (A rating)","Skilled Worker"
"Mona (London) Foods Limited, T/A Kebabish","Harrow","Middlesex","Worker (A rating)","Skilled Worker"
"Mona Lisa caffe Limited","London",,"Worker (A rating)","Skilled Worker"
"Monarch Alternative Capital (Europe) Ltd","London","Greater London","Worker (A rating)","Skilled Worker"
"Monarch Alternative Capital (Europe) Ltd","London","Greater London","Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Monashee International LLP","London",,"Worker (A rating)","Skilled Worker"
"Monashee International LLP","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"MONAX INDUSTRIES LIMITED","London",,"Worker (A rating)","Skilled Worker"
"MONBIT LIMITED","London",,"Worker (A rating)","Skilled Worker"
"MONCLER (UK) LIMITED","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"MONCLER (UK) LIMITED","London",,"Worker (A rating)","Skilled Worker"
"monday.com 2020 UK Ltd","London",,"Worker (A rating)","Skilled Worker"
"monday.com 2020 UK Ltd","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Mondo Brewing Company","LONDON","London","Worker (A rating)","Skilled Worker"
"Mondo Intl. Limited","London",,"Worker (A rating)","Skilled Worker"
"MONDO KITCHEN LTD","London",,"Worker (A rating)","Skilled Worker"
"Mondonovo Care Limited","Hackney London",,"Worker (A rating)","Skilled Worker"
"Mondra Global Limited","London",,"Worker (A rating)","Skilled Worker"
"Mondrian Alpha Ltd","London",,"Worker (A rating)","Skilled Worker"
"Mondrian Investment Partners Limited","London",,"Worker (A rating)","Skilled Worker"
"Monecor (London) Limited","London",,"Worker (A rating)","Skilled Worker"
"Moneda Capital Asset Management Ltd","London",,"Worker (A rating)","Skilled Worker"
"Monese Limited","London",,"Worker (A rating)","Skilled Worker"
"Monese Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Monet Beauty Clinic Limited","London",,"Worker (A rating)","Skilled Worker"
"MONETARY AUTHORITY OF SINGAPORE","LONDON",,"Temporary Worker (A rating)","International Agreement"
"MONETARY AUTHORITY OF SINGAPORE","LONDON",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Monex Europe Limited","LONDON",,"Worker (A rating)","Skilled Worker"
"Monex Europe Limited","LONDON",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Money machine Limited","London",,"Worker (A rating)","Skilled Worker"
"MoneyGram International SA UK Branch","London",,"Worker (A rating)","Skilled Worker"
"Monger Azure Ltd","London","United Kingdom","Worker (A rating)","Skilled Worker"
"MongoDB UK Limited","London",,"Worker (A rating)","Skilled Worker"
"MongoDB UK Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Mongoose Pictures Ltd","London",,"Worker (A rating)","Skilled Worker"
"Moni Growth Ltd.","London",,"Worker (A rating)","Skilled Worker"
"Moniepoint UK Limited","London",,"Worker (A rating)","Skilled Worker"
"Moniepoint UK Limited","London",,"Worker (A rating)","Skilled Worker"
"Monijai Limited","London",,"Worker (A rating)","Skilled Worker"
"MONIKA SPRUTH & PHILOMENE MAGERS LIMITED","London",,"Worker (A rating)","Skilled Worker"
"MONILI JEWELLERS UK LIMITED","LONDON","ENGLAND","Worker (A rating)","Global Business Mobility: UK Expansion Worker"
"Monitox Limited","London",,"Worker (A rating)","Skilled Worker"
"Monitronics Limited","London",,"Worker (A rating)","Skilled Worker"
"Monivolt LTD","London",,"Worker (A rating)","Skilled Worker"
"Monkey Puzzle Stoke Newington Day Nursery","London",,"Worker (A rating)","Skilled Worker"
"Monmedical Limited (t/a Cinapsis)","London","London","Worker (A rating)","Skilled Worker"
"Monocle Solutions Ltd","London",,"Worker (A rating)","Skilled Worker"
"Monocle Solutions Ltd","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Monohill Limited","London",,"Worker (A rating)","Skilled Worker"
"Monohon Ramen Ltd","London",,"Worker (A rating)","Skilled Worker"
"MONOLITH (UK) LTD","London",,"Worker (A rating)","Skilled Worker"
"Monopo London Ltd","United Kingdom",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Monopo London Ltd","United Kingdom",,"Worker (A rating)","Skilled Worker"
"MONOPOLY HOUSING GROUP LTD","London",,"Worker (A rating)","Skilled Worker"
"Monopro Limited","London",,"Worker (A rating)","Skilled Worker"
"Monortrading Ltd","London",,"Worker (A rating)","Skilled Worker"
"MONOTYPE LTD","London",,"Worker (A rating)","Skilled Worker"
"MONOTYPE LTD","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Monow International Limited","London",,"Worker (A rating)","Skilled Worker"
"Monpure Limited","London","London","Worker (A rating)","Skilled Worker"
"MONREAL SHAW LIMITED","London",,"Worker (A rating)","Skilled Worker"
"Monsac (UK) Limited T/A Alma Home","London",,"Worker (A rating)","Skilled Worker"
"Monster Worldwide Limited","London",,"Worker (A rating)","Skilled Worker"
"Monster Worldwide Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Montagu Private Equity LLP","London",,"Worker (A rating)","Skilled Worker"
"Montash Limited","London",,"Worker (A rating)","Skilled Worker"
"Monte Laguna 2 Limited TA Domino's Pizza","Chertsey","London","Worker (A rating)","Skilled Worker"
"Monteacute House Limited","London",,"Worker (A rating)","Skilled Worker"
"Monteiro Dental Clinic","London",,"Worker (A rating)","Skilled Worker"
"MONTESSORI COMMUNITY SCHOOL","London","London","Worker (A rating)","Skilled Worker"
"Montessori Education for Autism","London",,"Worker (A rating)","Skilled Worker"
"Montfort Communications Ltd","London",,"Worker (A rating)","Skilled Worker"
"Montfort Missionary Society","LONDON",,"Temporary Worker (A rating)","Religious Worker"
"Montfort Missionary Society","LONDON",,"Worker (A rating)","Tier 2 Ministers of Religion"
"MONTGOMERY WHOLESALE FRUIT AND VEG LIMITED","London",,"Worker (A rating)","Skilled Worker"
"Montieth & Company Global PR Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Monty UK Global Limited","London",,"Worker (A rating)","Skilled Worker"
"MONTY'S BROADWAY LIMITED","London",,"Worker (A rating)","Skilled Worker"
"Monument Bank Limited","London",,"Worker (A rating)","Skilled Worker"
"Monument Group Europe LLP","London",,"Worker (A rating)","Skilled Worker"
"Monument Resources Limited, UK Branch","London",,"Worker (A rating)","Skilled Worker"
"Monzo Bank Ltd","London",,"Worker (A rating)","Skilled Worker"
"Monzo Bank Ltd","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Monzo Bank Ltd","London",,"Worker (A rating)","Skilled Worker"
"MOO Print Limited","London",,"Worker (A rating)","Skilled Worker"
"MOO Print Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Mooboo Stratford ltd","London",,"Worker (A rating)","Skilled Worker"
"Moody's Analytics UK Ltd","London",,"Worker (A rating)","Skilled Worker"
"Moody's Analytics UK Ltd","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Moody's Analytics UK Ltd","London",,"Temporary Worker (A rating)","Global Business Mobility: Graduate Trainee"
"Moody's Investors Service Ltd","London",,"Worker (A rating)","Skilled Worker"
"Moody's Investors Service Ltd","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Moody's Shared Services UK Limited","London",,"Worker (A rating)","Skilled Worker"
"Moody's Shared Services UK Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Moof IT limited","London",,"Worker (A rating)","Skilled Worker"
"Mookoboza Limited","London",,"Worker (A rating)","Skilled Worker"
"Moon Autos Ltd","London",,"Worker (A rating)","Skilled Worker"
"MOON INC LONDON LTD","London","England","Worker (A rating)","Skilled Worker"
"Moonbug Entertainment Limited","London",,"Worker (A rating)","Skilled Worker"
"MOONCARE LIMITED","London",,"Worker (A rating)","Skilled Worker"
"Moonfare UK Limited","London",,"Worker (A rating)","Global Business Mobility: Senior or Specialist Worker"
"Moonfare UK Limited","London",,"Worker (A rating)","Skilled Worker"
"Moonfire Ventures LLP","London",,"Worker (A rating)","Skilled Worker"
"Moonlight Academy Ltd","London","England","Worker (A rating)","Skilled Worker"
"Moonlight Events & Lola's Frozen food ltd","Leyton","Greater London","Worker (A rating)","Skilled Worker"
"MOONLIGHT FOOD LTD","London",,"Worker (A rating)","Skilled Worker"
"MoonPay (UK) Limited","London",,"Worker (A rating)","Skilled Worker"
"Moonpig.com Limited","London",,"Worker (A rating)","Skilled Worker"
"MOONRISE FOOD LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"MOONS Industries (UK), Limited","London",,"Worker (UK Expansion Worker: Provisional)","Global Business Mobility: UK Expansion Worker"
"MOONSHOT CAPITAL LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"Moonshot CVE Ltd","London",,"Worker (A rating)","Skilled Worker"
"MOONSPICE LTD","LONDON",,"Worker (A rating)","Skilled Worker"
"MOONSTAR LONDON LTD","Barking",,"Worker (A rating)","Skilled Worker"
"MOONSTONE ACCOUNTANTS LTD","London",,"Worker (A rating)","Skilled Worker"
